"Geneid","at_id","SYMBOL","functional_group","log2FoldChange","pvalue","padj","GENENAME"
"GUL02G003939","AT1G55020","ATLOX1","Hormone: Jasmonic Acid",1.52143580170645,8.74828338204479e-24,9.31897218079537e-23,"lipoxygenase, a defense gene conferring resistance Xanthomonas campestris"
"GUL02G003939","AT1G55020","LOX1","Hormone: Jasmonic Acid",1.52143580170645,8.74828338204479e-24,9.31897218079537e-23,"lipoxygenase, a defense gene conferring resistance Xanthomonas campestris"
"GUL04G005367","AT2G46370","AtGH3.11","Hormone: Jasmonic Acid",-1.44631020051531,8.40308959350962e-21,7.88367843629613e-20,"Encodes a jasmonate-amido synthetase that is a member of the GH3 family of proteins. JAR1 catalyzes the formation of a biologically active jasmonyl-isoleucine (JA-Ile) conjugate. JA-Ile promotes the interaction between JAZ1 and COI1 in the jasmonate signaling pathway. JAR1 localizes to the cytoplasm and is also a phytochrome A signaling component. JAR1 is an auxin-induced gene. Loss of function mutants are defective in a variety of responses to jasmonic acid. JAR1 has additional enzymatic activities in vitro, (e.g. the ability to synthesize adenosine 5'-tetraphosphate and other JA conjugates), but there are no data to show whether JAR1 catalyzes many of these reactions in vivo. JAR1 is involved in pathogen defense, sensitivity to ozone, and wound responses."
"GUL04G005367","AT2G46370","FIN219","Hormone: Jasmonic Acid",-1.44631020051531,8.40308959350962e-21,7.88367843629613e-20,"Encodes a jasmonate-amido synthetase that is a member of the GH3 family of proteins. JAR1 catalyzes the formation of a biologically active jasmonyl-isoleucine (JA-Ile) conjugate. JA-Ile promotes the interaction between JAZ1 and COI1 in the jasmonate signaling pathway. JAR1 localizes to the cytoplasm and is also a phytochrome A signaling component. JAR1 is an auxin-induced gene. Loss of function mutants are defective in a variety of responses to jasmonic acid. JAR1 has additional enzymatic activities in vitro, (e.g. the ability to synthesize adenosine 5'-tetraphosphate and other JA conjugates), but there are no data to show whether JAR1 catalyzes many of these reactions in vivo. JAR1 is involved in pathogen defense, sensitivity to ozone, and wound responses."
"GUL04G005367","AT2G46370","JAR1","Hormone: Jasmonic Acid",-1.44631020051531,8.40308959350962e-21,7.88367843629613e-20,"Encodes a jasmonate-amido synthetase that is a member of the GH3 family of proteins. JAR1 catalyzes the formation of a biologically active jasmonyl-isoleucine (JA-Ile) conjugate. JA-Ile promotes the interaction between JAZ1 and COI1 in the jasmonate signaling pathway. JAR1 localizes to the cytoplasm and is also a phytochrome A signaling component. JAR1 is an auxin-induced gene. Loss of function mutants are defective in a variety of responses to jasmonic acid. JAR1 has additional enzymatic activities in vitro, (e.g. the ability to synthesize adenosine 5'-tetraphosphate and other JA conjugates), but there are no data to show whether JAR1 catalyzes many of these reactions in vivo. JAR1 is involved in pathogen defense, sensitivity to ozone, and wound responses."
"GUL06G004062","AT1G19180","AtJAZ1","Hormone: Jasmonic Acid",-1.87648336127669,1.05244543544184e-16,8.23141119249489e-16,"JAZ1 is a nuclear-localized protein involved in jasmonate signaling. JAZ1 transcript levels rise in response to a jasmonate stimulus. JAZ1 can interact with the COI1 F-box subunit of an SCF E3 ubiquitin ligase in a yeast-two-hybrid assay only in the presence of jasmonate-isoleucine (JA-ILE) or coronatine. Application of jasmonate methyl ester to Arabidopsis roots reduces the levels of a JAZ1:GUS fusion protein, presumably  by stimulating ubiquitin-proteasome-mediated degradation. The Jas domain appears to be important for JAZ1-COI1 interactions in the presence of coronatine. Two positive residues (R205 and R206) in the Jas domain shown to be important for coronatine -dependent COI1 binding are not required for binding AtMYC2."
"GUL06G004062","AT1G19180","JAZ1","Hormone: Jasmonic Acid",-1.87648336127669,1.05244543544184e-16,8.23141119249489e-16,"JAZ1 is a nuclear-localized protein involved in jasmonate signaling. JAZ1 transcript levels rise in response to a jasmonate stimulus. JAZ1 can interact with the COI1 F-box subunit of an SCF E3 ubiquitin ligase in a yeast-two-hybrid assay only in the presence of jasmonate-isoleucine (JA-ILE) or coronatine. Application of jasmonate methyl ester to Arabidopsis roots reduces the levels of a JAZ1:GUS fusion protein, presumably  by stimulating ubiquitin-proteasome-mediated degradation. The Jas domain appears to be important for JAZ1-COI1 interactions in the presence of coronatine. Two positive residues (R205 and R206) in the Jas domain shown to be important for coronatine -dependent COI1 binding are not required for binding AtMYC2."
"GUL06G004062","AT1G19180","TIFY10A","Hormone: Jasmonic Acid",-1.87648336127669,1.05244543544184e-16,8.23141119249489e-16,"JAZ1 is a nuclear-localized protein involved in jasmonate signaling. JAZ1 transcript levels rise in response to a jasmonate stimulus. JAZ1 can interact with the COI1 F-box subunit of an SCF E3 ubiquitin ligase in a yeast-two-hybrid assay only in the presence of jasmonate-isoleucine (JA-ILE) or coronatine. Application of jasmonate methyl ester to Arabidopsis roots reduces the levels of a JAZ1:GUS fusion protein, presumably  by stimulating ubiquitin-proteasome-mediated degradation. The Jas domain appears to be important for JAZ1-COI1 interactions in the presence of coronatine. Two positive residues (R205 and R206) in the Jas domain shown to be important for coronatine -dependent COI1 binding are not required for binding AtMYC2."
"GUL03G004320","AT2G27690","CYP94C1","Hormone: Jasmonic Acid",-2.13135806319599,3.29466067442377e-16,2.51433012849448e-15,"Encodes a CYP94C1. Has highest omega-hydroxylase activity with 9,10-epoxystearic acid, while also metabolized lauric acid (C12:0) and C18 unsaturated fatty acids. Gene expression is induced in response to wounding and jasmonic acid treatment."
"GUL05G002229","AT1G55020","ATLOX1","Hormone: Jasmonic Acid",4.10694159911511,2.95865703539883e-14,2.01986980861734e-13,"lipoxygenase, a defense gene conferring resistance Xanthomonas campestris"
"GUL05G002229","AT1G55020","LOX1","Hormone: Jasmonic Acid",4.10694159911511,2.95865703539883e-14,2.01986980861734e-13,"lipoxygenase, a defense gene conferring resistance Xanthomonas campestris"
"GUL01G002789","AT2G46370","AtGH3.11","Hormone: Jasmonic Acid",1.47890001497638,6.78315779981395e-13,4.26759912537384e-12,"Encodes a jasmonate-amido synthetase that is a member of the GH3 family of proteins. JAR1 catalyzes the formation of a biologically active jasmonyl-isoleucine (JA-Ile) conjugate. JA-Ile promotes the interaction between JAZ1 and COI1 in the jasmonate signaling pathway. JAR1 localizes to the cytoplasm and is also a phytochrome A signaling component. JAR1 is an auxin-induced gene. Loss of function mutants are defective in a variety of responses to jasmonic acid. JAR1 has additional enzymatic activities in vitro, (e.g. the ability to synthesize adenosine 5'-tetraphosphate and other JA conjugates), but there are no data to show whether JAR1 catalyzes many of these reactions in vivo. JAR1 is involved in pathogen defense, sensitivity to ozone, and wound responses."
"GUL01G002789","AT2G46370","FIN219","Hormone: Jasmonic Acid",1.47890001497638,6.78315779981395e-13,4.26759912537384e-12,"Encodes a jasmonate-amido synthetase that is a member of the GH3 family of proteins. JAR1 catalyzes the formation of a biologically active jasmonyl-isoleucine (JA-Ile) conjugate. JA-Ile promotes the interaction between JAZ1 and COI1 in the jasmonate signaling pathway. JAR1 localizes to the cytoplasm and is also a phytochrome A signaling component. JAR1 is an auxin-induced gene. Loss of function mutants are defective in a variety of responses to jasmonic acid. JAR1 has additional enzymatic activities in vitro, (e.g. the ability to synthesize adenosine 5'-tetraphosphate and other JA conjugates), but there are no data to show whether JAR1 catalyzes many of these reactions in vivo. JAR1 is involved in pathogen defense, sensitivity to ozone, and wound responses."
"GUL01G002789","AT2G46370","JAR1","Hormone: Jasmonic Acid",1.47890001497638,6.78315779981395e-13,4.26759912537384e-12,"Encodes a jasmonate-amido synthetase that is a member of the GH3 family of proteins. JAR1 catalyzes the formation of a biologically active jasmonyl-isoleucine (JA-Ile) conjugate. JA-Ile promotes the interaction between JAZ1 and COI1 in the jasmonate signaling pathway. JAR1 localizes to the cytoplasm and is also a phytochrome A signaling component. JAR1 is an auxin-induced gene. Loss of function mutants are defective in a variety of responses to jasmonic acid. JAR1 has additional enzymatic activities in vitro, (e.g. the ability to synthesize adenosine 5'-tetraphosphate and other JA conjugates), but there are no data to show whether JAR1 catalyzes many of these reactions in vivo. JAR1 is involved in pathogen defense, sensitivity to ozone, and wound responses."
"GUL03G002563","AT5G42650","AOS","Hormone: Jasmonic Acid",-1.44934071531561,3.01922287351725e-10,1.58912260314677e-09,"Encodes a member of the  cytochrome p450 CYP74 gene family that functions as an allene oxide synthase. This enzyme catalyzes dehydration of the hydroperoxide to an unstable allene oxide in the JA biosynthetic pathway. It shows a dual catalytic activity, the major one being a 13-AOS but also expressing a 9-AOS activity."
"GUL03G002563","AT5G42650","CYP74A","Hormone: Jasmonic Acid",-1.44934071531561,3.01922287351725e-10,1.58912260314677e-09,"Encodes a member of the  cytochrome p450 CYP74 gene family that functions as an allene oxide synthase. This enzyme catalyzes dehydration of the hydroperoxide to an unstable allene oxide in the JA biosynthetic pathway. It shows a dual catalytic activity, the major one being a 13-AOS but also expressing a 9-AOS activity."
"GUL03G002563","AT5G42650","DDE2","Hormone: Jasmonic Acid",-1.44934071531561,3.01922287351725e-10,1.58912260314677e-09,"Encodes a member of the  cytochrome p450 CYP74 gene family that functions as an allene oxide synthase. This enzyme catalyzes dehydration of the hydroperoxide to an unstable allene oxide in the JA biosynthetic pathway. It shows a dual catalytic activity, the major one being a 13-AOS but also expressing a 9-AOS activity."
"GUL07G002901","AT4G05160",NA,"Hormone: Jasmonic Acid",1.1933987451089,3.71104530122948e-10,1.93911400528156e-09,"Encodes a peroxisomal protein involved in the activation of fatty acids through esterification with CoA. At4g05160 preferentially activates fatty acids with medium chain length (C6:0 and C7:0) as well as even-numbered long-chain fatty acids (C14:0,  C16:0 and C18:0). At4g05160 was also able to catalyze the conversion of OPC-6:0 to its CoA ester and is therefore thought to be involved in the peroxisomal &#946;-oxidation steps of jasmonic acid biosynthesis."
"GUL01G003472","AT2G23620","ATMES1","Hormone: Jasmonic Acid",1.56285548033713,2.55415516044118e-09,1.25222992614279e-08,"Encodes a protein shown to have carboxylesterase activity, methyl salicylate esterase activity, methyl jasmonate esterase activity, and methyl IAA esterase activity in vitro. MES1 appears to be involved in MeSA hydrolysis in planta. Expression of MES1 can restore systemic acquired resistance in SAR-deficient tobacco plants. This protein does not act on MeGA4, or MEGA9 in vitro."
"GUL01G003472","AT2G23620","MES1","Hormone: Jasmonic Acid",1.56285548033713,2.55415516044118e-09,1.25222992614279e-08,"Encodes a protein shown to have carboxylesterase activity, methyl salicylate esterase activity, methyl jasmonate esterase activity, and methyl IAA esterase activity in vitro. MES1 appears to be involved in MeSA hydrolysis in planta. Expression of MES1 can restore systemic acquired resistance in SAR-deficient tobacco plants. This protein does not act on MeGA4, or MEGA9 in vitro."
"GUL05G002348","AT3G45140","ATLOX2","Hormone: Jasmonic Acid",5.55297056268078,7.17150981975748e-09,3.383513369979e-08,"Chloroplast lipoxygenase required for wound-induced jasmonic acid accumulation in Arabidopsis.Mutants are resistant to Staphylococcus aureus and accumulate salicylic acid upon infection."
"GUL05G002348","AT3G45140","LOX2","Hormone: Jasmonic Acid",5.55297056268078,7.17150981975748e-09,3.383513369979e-08,"Chloroplast lipoxygenase required for wound-induced jasmonic acid accumulation in Arabidopsis.Mutants are resistant to Staphylococcus aureus and accumulate salicylic acid upon infection."
"GUL04G000998","AT5G63380",NA,"Hormone: Jasmonic Acid",3.98619238006201,1.43478531405862e-08,6.60178776958017e-08,"Encodes a peroxisomal protein involved in the activation of fatty acids through esterification with CoA. At5g63380 preferentially activates fatty acids with increased chain length (C9:0 to C8:0) and thus shares characteristics with long-chain fatty acyl-CoA synthases. Also able to catalyze the conversion of OPDA to its CoA ester and is therefore thought to be involved in the peroxisomal &#946;-oxidation steps of jasmonic acid biosynthesis."
"GUL08G002542","AT1G19670","ATCLH1","Hormone: Jasmonic Acid",-1.3849787648881,1.53288486698212e-08,7.03470330784259e-08,"Chlorophyllase is the first enzyme involved in chlorophyll degradation. It catalyzes the hydrolysis of the ester bond to yield chlorophyllide and phytol. AtCLH1 lacks a typical signal sequence for the chloroplast.  Its expression is induced rapidly by methyljasmonate, a known promoter of senescence and chlorophyll degradation."
"GUL08G002542","AT1G19670","ATHCOR1","Hormone: Jasmonic Acid",-1.3849787648881,1.53288486698212e-08,7.03470330784259e-08,"Chlorophyllase is the first enzyme involved in chlorophyll degradation. It catalyzes the hydrolysis of the ester bond to yield chlorophyllide and phytol. AtCLH1 lacks a typical signal sequence for the chloroplast.  Its expression is induced rapidly by methyljasmonate, a known promoter of senescence and chlorophyll degradation."
"GUL08G002542","AT1G19670","CLH1","Hormone: Jasmonic Acid",-1.3849787648881,1.53288486698212e-08,7.03470330784259e-08,"Chlorophyllase is the first enzyme involved in chlorophyll degradation. It catalyzes the hydrolysis of the ester bond to yield chlorophyllide and phytol. AtCLH1 lacks a typical signal sequence for the chloroplast.  Its expression is induced rapidly by methyljasmonate, a known promoter of senescence and chlorophyll degradation."
"GUL08G002542","AT1G19670","CORI1","Hormone: Jasmonic Acid",-1.3849787648881,1.53288486698212e-08,7.03470330784259e-08,"Chlorophyllase is the first enzyme involved in chlorophyll degradation. It catalyzes the hydrolysis of the ester bond to yield chlorophyllide and phytol. AtCLH1 lacks a typical signal sequence for the chloroplast.  Its expression is induced rapidly by methyljasmonate, a known promoter of senescence and chlorophyll degradation."
"GUL01G002578","AT1G72450","JAZ6","Hormone: Jasmonic Acid",-1.2884508082543,2.33890476255153e-08,1.05405324251381e-07,"JAZ6 transcript levels rise in response to a jasmonate stimulus and a GFP:JAZ6 fusion protein localizes to the nucleus.  Application of jasmonate methyl ester to Arabidopsis roots reduces the levels of a JAZ6:GUS fusion protein, presumably by stimulating ubiquitin-proteasome-mediated degradation."
"GUL01G002578","AT1G72450","TIFY11B","Hormone: Jasmonic Acid",-1.2884508082543,2.33890476255153e-08,1.05405324251381e-07,"JAZ6 transcript levels rise in response to a jasmonate stimulus and a GFP:JAZ6 fusion protein localizes to the nucleus.  Application of jasmonate methyl ester to Arabidopsis roots reduces the levels of a JAZ6:GUS fusion protein, presumably by stimulating ubiquitin-proteasome-mediated degradation."
"GUL02G003242","AT1G13280","AOC4","Hormone: Jasmonic Acid",6.2035539188887,2.35100707101837e-08,1.05911832863443e-07,"Encodes allene oxide cyclase.  One of four genes in Arabidopsis that encode this enzyme, which catalyzes an essential step in jasmonic acid biosynthesis. Gene expression is reduced during senescence, a process that involves jasmonic acid signalling pathway."
"GUL01G002495","AT1G55020","ATLOX1","Hormone: Jasmonic Acid",5.39108028107677,9.40973211187365e-08,4.00317308409976e-07,"lipoxygenase, a defense gene conferring resistance Xanthomonas campestris"
"GUL01G002495","AT1G55020","LOX1","Hormone: Jasmonic Acid",5.39108028107677,9.40973211187365e-08,4.00317308409976e-07,"lipoxygenase, a defense gene conferring resistance Xanthomonas campestris"
"GUL05G004492","AT5G11270","OCP3","Hormone: Jasmonic Acid",2.29439596182182,1.0124374213674e-07,4.2945474650225e-07,"Encodes a homeodomain transcription factor involved in mediating resistance to infection by necrotrophic pathogens dependent on perception of jasmonic acid through COI1. Expressed in the nucleus. Downregulated upon fungal infection. Also involved in drought tolerance."
"GUL06G002854","AT2G02990","ATRNS1","Hormone: Jasmonic Acid",-2.29497524608826,2.26076858876721e-07,9.28481316501232e-07,"member of the ribonuclease T2 family, responds to inorganic phosphate starvation, and inhibits production of anthocyanin.  Also involved in wound-induced signaling independent of jasmonic acid."
"GUL06G002854","AT2G02990","RNS1","Hormone: Jasmonic Acid",-2.29497524608826,2.26076858876721e-07,9.28481316501232e-07,"member of the ribonuclease T2 family, responds to inorganic phosphate starvation, and inhibits production of anthocyanin.  Also involved in wound-induced signaling independent of jasmonic acid."
"GUL06G004093","AT4G16760","ACX1","Hormone: Jasmonic Acid",-1.31297411370225,6.08489330200159e-07,2.38831818824604e-06,"Encodes a medium to long-chain acyl-CoA oxidase. Catalyzes the first step of fatty acid beta-oxidation. Involved in jasmonate biosynthesis. Gene expression is induced by wounding, drought stress, abscisic acid, and jasmonate."
"GUL06G004093","AT4G16760","ATACX1","Hormone: Jasmonic Acid",-1.31297411370225,6.08489330200159e-07,2.38831818824604e-06,"Encodes a medium to long-chain acyl-CoA oxidase. Catalyzes the first step of fatty acid beta-oxidation. Involved in jasmonate biosynthesis. Gene expression is induced by wounding, drought stress, abscisic acid, and jasmonate."
"GUL05G005051","AT1G19640","JMT","Hormone: Jasmonic Acid",-8.05577008999192,8.88667071071405e-07,3.42126367455773e-06,"Encodes a S-adenosyl-L-methionine:jasmonic acid carboxyl methyltransferase that catalyzes the formation of methyljasmonate from jasmonic acid.  Its expression is induced in response to wounding or methyljasmonate treatment."
"GUL06G003898","AT2G23610","ATMES3","Hormone: Jasmonic Acid",-1.55275077859042,1.55534678125929e-06,5.84524518066776e-06,"Encodes a protein shown to have carboxylesterase activity, methyl IAA esterase activity, and methyl jasmonate esterase activity in vitro. This protein does not act on methyl salicylate, MeGA4, or MEGA9 in vitro."
"GUL06G003898","AT2G23610","MES3","Hormone: Jasmonic Acid",-1.55275077859042,1.55534678125929e-06,5.84524518066776e-06,"Encodes a protein shown to have carboxylesterase activity, methyl IAA esterase activity, and methyl jasmonate esterase activity in vitro. This protein does not act on methyl salicylate, MeGA4, or MEGA9 in vitro."
"GUL06G004437","AT1G76690","ATOPR2","Hormone: Jasmonic Acid",4.85140497465242,2.13296616930716e-06,7.88513160013643e-06,"Encodes one of the closely related 12-oxophytodienoic acid reductases. This enzyme is not expected to participate in jasmonic acid biosynthesis because during in vitro assays, it shows very little activity with the naturally occurring OPDA isomer. Shows activity towards 2,4,6-trinitrotoluene.  Expressed predominately in root. Predicted to be a cytosolic protein."
"GUL06G004437","AT1G76690","OPR2","Hormone: Jasmonic Acid",4.85140497465242,2.13296616930716e-06,7.88513160013643e-06,"Encodes one of the closely related 12-oxophytodienoic acid reductases. This enzyme is not expected to participate in jasmonic acid biosynthesis because during in vitro assays, it shows very little activity with the naturally occurring OPDA isomer. Shows activity towards 2,4,6-trinitrotoluene.  Expressed predominately in root. Predicted to be a cytosolic protein."
"GUL05G002539","AT5G63380",NA,"Hormone: Jasmonic Acid",1.72894600698747,2.25262332176849e-06,8.31495475803339e-06,"Encodes a peroxisomal protein involved in the activation of fatty acids through esterification with CoA. At5g63380 preferentially activates fatty acids with increased chain length (C9:0 to C8:0) and thus shares characteristics with long-chain fatty acyl-CoA synthases. Also able to catalyze the conversion of OPDA to its CoA ester and is therefore thought to be involved in the peroxisomal &#946;-oxidation steps of jasmonic acid biosynthesis."
"GUL07G004200","AT4G18780","ATCESA8","Hormone: Jasmonic Acid",-4.33186333291286,2.25976105215091e-06,8.3400474440511e-06,"Encodes a member of the cellulose synthase family involved in secondary cell wall biosynthesis. Mutants have abnormal xylem formation, reduced cellulose content, and enhanced drought and osmotic stress tolerance.  Mediates resistance towards bacterial pathogens via ABA. Confers resistance towards bacterial and fungal pathogens, independent of salicylic acid, ethylene and jasmonate signaling."
"GUL07G004200","AT4G18780","CESA8","Hormone: Jasmonic Acid",-4.33186333291286,2.25976105215091e-06,8.3400474440511e-06,"Encodes a member of the cellulose synthase family involved in secondary cell wall biosynthesis. Mutants have abnormal xylem formation, reduced cellulose content, and enhanced drought and osmotic stress tolerance.  Mediates resistance towards bacterial pathogens via ABA. Confers resistance towards bacterial and fungal pathogens, independent of salicylic acid, ethylene and jasmonate signaling."
"GUL07G004200","AT4G18780","IRX1","Hormone: Jasmonic Acid",-4.33186333291286,2.25976105215091e-06,8.3400474440511e-06,"Encodes a member of the cellulose synthase family involved in secondary cell wall biosynthesis. Mutants have abnormal xylem formation, reduced cellulose content, and enhanced drought and osmotic stress tolerance.  Mediates resistance towards bacterial pathogens via ABA. Confers resistance towards bacterial and fungal pathogens, independent of salicylic acid, ethylene and jasmonate signaling."
"GUL07G004200","AT4G18780","LEW2","Hormone: Jasmonic Acid",-4.33186333291286,2.25976105215091e-06,8.3400474440511e-06,"Encodes a member of the cellulose synthase family involved in secondary cell wall biosynthesis. Mutants have abnormal xylem formation, reduced cellulose content, and enhanced drought and osmotic stress tolerance.  Mediates resistance towards bacterial pathogens via ABA. Confers resistance towards bacterial and fungal pathogens, independent of salicylic acid, ethylene and jasmonate signaling."
"GUL02G002125","AT5G06870","ATPGIP2","Hormone: Jasmonic Acid",7.47919477413749,4.57313145391514e-06,1.63327074030034e-05,"Encodes a polygalacturonase inhibiting protein involved in plant defense response. PGIPs inhibit the activity of pectin degrading enzymes such as those produced by fungal pathogens. PGIP2 is induced by fungal infection and methyl jasmonate."
"GUL02G002125","AT5G06870","PGIP2","Hormone: Jasmonic Acid",7.47919477413749,4.57313145391514e-06,1.63327074030034e-05,"Encodes a polygalacturonase inhibiting protein involved in plant defense response. PGIPs inhibit the activity of pectin degrading enzymes such as those produced by fungal pathogens. PGIP2 is induced by fungal infection and methyl jasmonate."
"GUL01G002648","AT4G16740","ATTPS03","Hormone: Jasmonic Acid",3.5309516712029,1.21805623193826e-05,4.13539273764846e-05,"Encodes an (E,E)-alpha-farnesene synthase in the Col ecotype of Arabidopsis. This enzyme can also catalyze the formation of (E)-beta-ocimene as well as trace amounts of myrcene and other related compounds in vitro. The cytosolic localization of the protein may make it favor (E,E)-alpha-farnesene biosynthesis because the precursor of this product, FPP, is primarily cytosolic. Transcript levels for this gene increase in response to treatment with the jasmonic acid mimic coronalon or in response to the insect <i>Plutella xylostella</i>. TPS03 transcripts can also be detected in flowers. A similar protein from the C24 ecotype with one amino acid change (S267F) has a different substrate specificity."
"GUL01G002648","AT4G16740","TPS03","Hormone: Jasmonic Acid",3.5309516712029,1.21805623193826e-05,4.13539273764846e-05,"Encodes an (E,E)-alpha-farnesene synthase in the Col ecotype of Arabidopsis. This enzyme can also catalyze the formation of (E)-beta-ocimene as well as trace amounts of myrcene and other related compounds in vitro. The cytosolic localization of the protein may make it favor (E,E)-alpha-farnesene biosynthesis because the precursor of this product, FPP, is primarily cytosolic. Transcript levels for this gene increase in response to treatment with the jasmonic acid mimic coronalon or in response to the insect <i>Plutella xylostella</i>. TPS03 transcripts can also be detected in flowers. A similar protein from the C24 ecotype with one amino acid change (S267F) has a different substrate specificity."
"GUL06G004440","AT1G76690","ATOPR2","Hormone: Jasmonic Acid",1.35031306259602,1.41196352396606e-05,4.75361053068575e-05,"Encodes one of the closely related 12-oxophytodienoic acid reductases. This enzyme is not expected to participate in jasmonic acid biosynthesis because during in vitro assays, it shows very little activity with the naturally occurring OPDA isomer. Shows activity towards 2,4,6-trinitrotoluene.  Expressed predominately in root. Predicted to be a cytosolic protein."
"GUL06G004440","AT1G76690","OPR2","Hormone: Jasmonic Acid",1.35031306259602,1.41196352396606e-05,4.75361053068575e-05,"Encodes one of the closely related 12-oxophytodienoic acid reductases. This enzyme is not expected to participate in jasmonic acid biosynthesis because during in vitro assays, it shows very little activity with the naturally occurring OPDA isomer. Shows activity towards 2,4,6-trinitrotoluene.  Expressed predominately in root. Predicted to be a cytosolic protein."
"GUL03G004397","AT4G05160",NA,"Hormone: Jasmonic Acid",2.79467377739386,1.68514834506358e-05,5.61632208485816e-05,"Encodes a peroxisomal protein involved in the activation of fatty acids through esterification with CoA. At4g05160 preferentially activates fatty acids with medium chain length (C6:0 and C7:0) as well as even-numbered long-chain fatty acids (C14:0,  C16:0 and C18:0). At4g05160 was also able to catalyze the conversion of OPC-6:0 to its CoA ester and is therefore thought to be involved in the peroxisomal &#946;-oxidation steps of jasmonic acid biosynthesis."
"GUL01G005267","AT1G61850","PLAI","Hormone: Jasmonic Acid",-1.61322549541253,3.39624147068255e-05,0.000108845592080128,"Encodes a non-specific lipase that hydrolyzes phospholipids as well as galactolipids, at both sn-1 and sn-2 positions. Involved in basal jasmonic acid biosynthesis by releasing the precursor fatty acid from membrane lipids. Mutant plants were impacted in resistance to fungus B. cinerea."
"GUL03G003160","AT2G44050","COS1","Hormone: Jasmonic Acid",2.21519979516741,3.82100953746268e-05,0.000121743524701995,"6,7-dimethyl-8-ribityllumazine synthase / DMRL synthase / lumazine synthase / riboflavin synthase [Arabidopsis thaliana]. Acts in the jasmonic acid signaling pathway."
"GUL04G000903","AT4G16740","ATTPS03","Hormone: Jasmonic Acid",5.75017282238869,0.000100355720851186,0.000303216848067297,"Encodes an (E,E)-alpha-farnesene synthase in the Col ecotype of Arabidopsis. This enzyme can also catalyze the formation of (E)-beta-ocimene as well as trace amounts of myrcene and other related compounds in vitro. The cytosolic localization of the protein may make it favor (E,E)-alpha-farnesene biosynthesis because the precursor of this product, FPP, is primarily cytosolic. Transcript levels for this gene increase in response to treatment with the jasmonic acid mimic coronalon or in response to the insect <i>Plutella xylostella</i>. TPS03 transcripts can also be detected in flowers. A similar protein from the C24 ecotype with one amino acid change (S267F) has a different substrate specificity."
"GUL04G000903","AT4G16740","TPS03","Hormone: Jasmonic Acid",5.75017282238869,0.000100355720851186,0.000303216848067297,"Encodes an (E,E)-alpha-farnesene synthase in the Col ecotype of Arabidopsis. This enzyme can also catalyze the formation of (E)-beta-ocimene as well as trace amounts of myrcene and other related compounds in vitro. The cytosolic localization of the protein may make it favor (E,E)-alpha-farnesene biosynthesis because the precursor of this product, FPP, is primarily cytosolic. Transcript levels for this gene increase in response to treatment with the jasmonic acid mimic coronalon or in response to the insect <i>Plutella xylostella</i>. TPS03 transcripts can also be detected in flowers. A similar protein from the C24 ecotype with one amino acid change (S267F) has a different substrate specificity."
"GUL06G001096","AT4G05160",NA,"Hormone: Jasmonic Acid",3.53926239273532,0.000260450695761866,0.000742593102472523,"Encodes a peroxisomal protein involved in the activation of fatty acids through esterification with CoA. At4g05160 preferentially activates fatty acids with medium chain length (C6:0 and C7:0) as well as even-numbered long-chain fatty acids (C14:0,  C16:0 and C18:0). At4g05160 was also able to catalyze the conversion of OPC-6:0 to its CoA ester and is therefore thought to be involved in the peroxisomal &#946;-oxidation steps of jasmonic acid biosynthesis."
"GUL02G000470","AT4G05160",NA,"Hormone: Jasmonic Acid",1.26111024699925,0.000325641968348179,0.000915490358438643,"Encodes a peroxisomal protein involved in the activation of fatty acids through esterification with CoA. At4g05160 preferentially activates fatty acids with medium chain length (C6:0 and C7:0) as well as even-numbered long-chain fatty acids (C14:0,  C16:0 and C18:0). At4g05160 was also able to catalyze the conversion of OPC-6:0 to its CoA ester and is therefore thought to be involved in the peroxisomal &#946;-oxidation steps of jasmonic acid biosynthesis."
"GUL08G000643","AT1G19640","JMT","Hormone: Jasmonic Acid",7.69311591465396,0.000493340545588789,0.00134788567409392,"Encodes a S-adenosyl-L-methionine:jasmonic acid carboxyl methyltransferase that catalyzes the formation of methyljasmonate from jasmonic acid.  Its expression is induced in response to wounding or methyljasmonate treatment."
"GUL03G003245","AT5G06870","ATPGIP2","Hormone: Jasmonic Acid",-2.12075416807647,0.000584459935852963,0.00157578822428202,"Encodes a polygalacturonase inhibiting protein involved in plant defense response. PGIPs inhibit the activity of pectin degrading enzymes such as those produced by fungal pathogens. PGIP2 is induced by fungal infection and methyl jasmonate."
"GUL03G003245","AT5G06870","PGIP2","Hormone: Jasmonic Acid",-2.12075416807647,0.000584459935852963,0.00157578822428202,"Encodes a polygalacturonase inhibiting protein involved in plant defense response. PGIPs inhibit the activity of pectin degrading enzymes such as those produced by fungal pathogens. PGIP2 is induced by fungal infection and methyl jasmonate."
"GUL05G000303","AT5G07010","ATST2A","Hormone: Jasmonic Acid",-1.61626507469092,0.00135942342267885,0.00344566033902789,"Encodes a sulfotransferase that acts specifically on 11- and 12-hydroxyjasmonic acid. Transcript levels for this enzyme are increased by treatments with jasmonic acid (JA), 12-hydroxyJA, JA-isoleucine, and 12-oxyphytodienoic acid (a JA precursor)."
"GUL05G000303","AT5G07010","ST2A","Hormone: Jasmonic Acid",-1.61626507469092,0.00135942342267885,0.00344566033902789,"Encodes a sulfotransferase that acts specifically on 11- and 12-hydroxyjasmonic acid. Transcript levels for this enzyme are increased by treatments with jasmonic acid (JA), 12-hydroxyJA, JA-isoleucine, and 12-oxyphytodienoic acid (a JA precursor)."
